product_id,base_product_id,name,structure_type,radius_km,n_thresholds,max_payout,payout_level,payout_level_pct,absolute_risk,asymmetric_risk,weighted_risk,rmse_risk,relative_absolute_risk,relative_weighted_risk,correlation,trigger_rate,mean_payout,coverage_ratio,basis_risk_std,hospital_match_score
S022_R30_max_L25,S022_R30_max,"Steinmann S022 (R=30km, max)",single,30,1,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
S022_R30_max_L50,S022_R30_max,"Steinmann S022 (R=30km, max)",single,30,1,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
S022_R30_max_L75,S022_R30_max,"Steinmann S022 (R=30km, max)",single,30,1,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
S022_R30_max_L100,S022_R30_max,"Steinmann S022 (R=30km, max)",single,30,1,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
S023_R30_max_L25,S023_R30_max,"Steinmann S023 (R=30km, max)",single,30,1,50000000.0,0.25,25%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
S023_R30_max_L50,S023_R30_max,"Steinmann S023 (R=30km, max)",single,30,1,100000000.0,0.5,50%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
S023_R30_max_L75,S023_R30_max,"Steinmann S023 (R=30km, max)",single,30,1,150000000.0,0.75,75%,314113252.80311275,314113252.80311275,628226505.6062255,1773011194.8938832,0.20102359076299836,644208.787108217,0.5997398879830202,0.07317073170731707,8231707.317073171,0.02553695058239468,1744964630.4817996,1.5917825648620767e-09
S023_R30_max_L100,S023_R30_max,"Steinmann S023 (R=30km, max)",single,30,1,200000000.0,1.0,100%,311369350.36408836,311369350.36408836,622738700.7281767,1766883161.281744,0.1983515574284055,644208.7817641504,0.5997398879830137,0.07317073170731707,10975609.75609756,0.03404926744319291,1739231219.037542,1.6058099444034499e-09
S024_R30_max_L25,S024_R30_max,"Steinmann S024 (R=30km, max)",single,30,1,50000000.0,0.25,25%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
S024_R30_max_L50,S024_R30_max,"Steinmann S024 (R=30km, max)",single,30,1,100000000.0,0.5,50%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
S024_R30_max_L75,S024_R30_max,"Steinmann S024 (R=30km, max)",single,30,1,150000000.0,0.75,75%,311369350.36408836,311369350.36408836,622738700.7281767,1766883161.281744,0.1983515574284055,644208.7817641504,0.5997398879830137,0.07317073170731707,10975609.75609756,0.03404926744319291,1739231219.037542,1.6058099444034499e-09
S024_R30_max_L100,S024_R30_max,"Steinmann S024 (R=30km, max)",single,30,1,200000000.0,1.0,100%,307710813.77872247,307710813.77872247,615421627.5574449,1758770244.2639008,0.19478884631561497,644208.7746387282,0.5997398879830067,0.07317073170731707,14634146.341463415,0.04539902325759054,1731642811.6651938,1.6249022679687273e-09
S025_R30_max_L25,S025_R30_max,"Steinmann S025 (R=30km, max)",single,30,1,50000000.0,0.25,25%,321849533.29091763,321849533.29091763,643699066.5818353,1789798531.6930192,0.20890191880971026,644208.8028648732,0.7200211370483084,0.039634146341463415,495426.8292682927,0.0015369460998663465,1760622521.1472523,1.5535209702208667e-09
S025_R30_max_L50,S025_R30_max,"Steinmann S025 (R=30km, max)",single,30,1,100000000.0,0.5,50%,321354106.4616493,321354106.4616493,642708212.9232986,1787984542.9032412,0.2087641468526436,644208.8025893293,0.7200211370483084,0.039634146341463415,990853.6585365854,0.003073892199732693,1758869029.7805429,1.5559160103084368e-09
S025_R30_max_L75,S025_R30_max,"Steinmann S025 (R=30km, max)",single,30,1,150000000.0,0.75,75%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
S025_R30_max_L100,S025_R30_max,"Steinmann S025 (R=30km, max)",single,30,1,200000000.0,1.0,100%,320363252.80311275,320363252.80311275,640726505.6062255,1784361444.8575037,0.2084886029385103,644208.8020382414,0.7200211370483084,0.039634146341463415,1981707.3170731708,0.006147784399465386,1755366956.5499308,1.5607283133903105e-09
D026_R30_max_L25,D026_R30_max,"Steinmann D026 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321430325.9738444,321430325.9738444,642860651.9476888,1789531141.3071823,0.2081490129885793,644208.8013590616,0.5997398879830067,0.07317073170731707,914634.1463414634,0.002837438953599409,1760427292.2368975,1.555547062049499e-09
D026_R30_max_L50,D026_R30_max,"Steinmann D026 (R=30km, max)",double,30,2,100000000.0,0.5,50%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
D026_R30_max_L75,D026_R30_max,"Steinmann D026 (R=30km, max)",double,30,2,150000000.0,0.75,75%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
D026_R30_max_L100,D026_R30_max,"Steinmann D026 (R=30km, max)",double,30,2,200000000.0,1.0,100%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
D027_R30_max_L25,D027_R30_max,"Steinmann D027 (R=30km, max)",double,30,2,50000000.0,0.25,25%,320020264.9982347,320020264.9982347,640040529.9964694,1785639206.6821322,0.207120563253315,644208.7993021621,0.6704008701877685,0.07317073170731707,2324695.1219512196,0.007211824007065164,1756728324.5940037,1.5624010536381426e-09
D027_R30_max_L50,D027_R30_max,"Steinmann D027 (R=30km, max)",double,30,2,100000000.0,0.5,50%,317695569.87628347,317695569.87628347,635391139.7525669,1779687308.6411242,0.2052014357398531,644208.795463907,0.6704008701877685,0.07317073170731707,4649390.243902439,0.014423648014130328,1751101493.7516534,1.5738337157417474e-09
D027_R30_max_L75,D027_R30_max,"Steinmann D027 (R=30km, max)",double,30,2,150000000.0,0.75,75%,315370874.75433224,315370874.75433224,630741749.5086645,1773758678.1759443,0.20328230822639118,644208.791625652,0.6704008701877728,0.07317073170731707,6974085.365853659,0.021635472021195493,1745497367.4460702,1.5854349251394022e-09
D027_R30_max_L100,D027_R30_max,"Steinmann D027 (R=30km, max)",double,30,2,200000000.0,1.0,100%,313046179.632381,313046179.632381,626092359.264762,1767853549.37533,0.2013631807129293,644208.787787397,0.6704008701877685,0.07317073170731707,9298780.487804879,0.028847296028260656,1739916165.0655825,1.5972084367506414e-09
D028_R30_max_L25,D028_R30_max,"Steinmann D028 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321430325.9738444,321430325.9738444,642860651.9476888,1789531141.3071823,0.2081490129885793,644208.8013590616,0.5997398879830067,0.07317073170731707,914634.1463414634,0.002837438953599409,1760427292.2368975,1.555547062049499e-09
D028_R30_max_L50,D028_R30_max,"Steinmann D028 (R=30km, max)",double,30,2,100000000.0,0.5,50%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
D028_R30_max_L75,D028_R30_max,"Steinmann D028 (R=30km, max)",double,30,2,150000000.0,0.75,75%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
D028_R30_max_L100,D028_R30_max,"Steinmann D028 (R=30km, max)",double,30,2,200000000.0,1.0,100%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
D029_R30_max_L25,D029_R30_max,"Steinmann D029 (R=30km, max)",double,30,2,50000000.0,0.25,25%,320401362.5592103,320401362.5592103,640802725.1184206,1786908145.6463432,0.20724052210668537,644208.7995420798,0.6332547756784714,0.07317073170731707,1943597.5609756098,0.0060295577763987435,1757948715.932139,1.5605426744317558e-09
D029_R30_max_L50,D029_R30_max,"Steinmann D029 (R=30km, max)",double,30,2,100000000.0,0.5,50%,318457764.9982347,318457764.9982347,636915529.9964694,1782219394.0188408,0.20544135344659378,644208.7959437424,0.6332547756784714,0.07317073170731707,3887195.1219512196,0.012059115552797487,1753536603.6468167,1.5700669104982829e-09
D029_R30_max_L75,D029_R30_max,"Steinmann D029 (R=30km, max)",double,30,2,150000000.0,0.75,75%,316514167.4372591,316514167.4372591,633028334.8745182,1777548021.975689,0.20364218478650223,644208.7923454051,0.6332547756784677,0.07317073170731707,5830792.682926829,0.018088673329196232,1749141432.88677,1.5797081162544114e-09
D029_R30_max_L100,D029_R30_max,"Steinmann D029 (R=30km, max)",double,30,2,200000000.0,1.0,100%,314570569.87628347,314570569.87628347,629141139.7525669,1772894166.896506,0.20184301612641065,644208.7887470679,0.6332547756784714,0.07317073170731707,7774390.243902439,0.024118231105594974,1744763331.6823707,1.5894684598178059e-09
D030_R30_max_L25,D030_R30_max,"Steinmann D030 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321430325.9738444,321430325.9738444,642860651.9476888,1789531141.3071823,0.2081490129885793,644208.8013590616,0.5997398879830067,0.07317073170731707,914634.1463414634,0.002837438953599409,1760427292.2368975,1.555547062049499e-09
D030_R30_max_L50,D030_R30_max,"Steinmann D030 (R=30km, max)",double,30,2,100000000.0,0.5,50%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
D030_R30_max_L75,D030_R30_max,"Steinmann D030 (R=30km, max)",double,30,2,150000000.0,0.75,75%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
D030_R30_max_L100,D030_R30_max,"Steinmann D030 (R=30km, max)",double,30,2,200000000.0,1.0,100%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
D031_R30_max_L25,D031_R30_max,"Steinmann D031 (R=30km, max)",double,30,2,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
D031_R30_max_L50,D031_R30_max,"Steinmann D031 (R=30km, max)",double,30,2,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
D031_R30_max_L75,D031_R30_max,"Steinmann D031 (R=30km, max)",double,30,2,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
D031_R30_max_L100,D031_R30_max,"Steinmann D031 (R=30km, max)",double,30,2,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
D032_R30_max_L25,D032_R30_max,"Steinmann D032 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321430325.9738444,321430325.9738444,642860651.9476888,1789531141.3071823,0.2081490129885793,644208.8013590616,0.5997398879830067,0.07317073170731707,914634.1463414634,0.002837438953599409,1760427292.2368975,1.555547062049499e-09
D032_R30_max_L50,D032_R30_max,"Steinmann D032 (R=30km, max)",double,30,2,100000000.0,0.5,50%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
D032_R30_max_L75,D032_R30_max,"Steinmann D032 (R=30km, max)",double,30,2,150000000.0,0.75,75%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
D032_R30_max_L100,D032_R30_max,"Steinmann D032 (R=30km, max)",double,30,2,200000000.0,1.0,100%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
D033_R30_max_L25,D033_R30_max,"Steinmann D033 (R=30km, max)",double,30,2,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
D033_R30_max_L50,D033_R30_max,"Steinmann D033 (R=30km, max)",double,30,2,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
D033_R30_max_L75,D033_R30_max,"Steinmann D033 (R=30km, max)",double,30,2,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
D033_R30_max_L100,D033_R30_max,"Steinmann D033 (R=30km, max)",double,30,2,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
D034_R30_max_L25,D034_R30_max,"Steinmann D034 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321735204.0226249,321735204.0226249,643470408.0452498,1789254480.9603791,0.20888410570601393,644208.8028292469,0.7198511069691725,0.039634146341463415,609756.0975609756,0.0018916259690662724,1760090354.5356174,1.554073017100742e-09
D034_R30_max_L50,D034_R30_max,"Steinmann D034 (R=30km, max)",double,30,2,100000000.0,0.5,50%,321125447.92506397,321125447.92506397,642250895.8501279,1786897570.5195446,0.2087285206452509,644208.8025180768,0.7198511069691725,0.039634146341463415,1219512.1951219512,0.003783251938132545,1757805840.8776486,1.5570239059290165e-09
D034_R30_max_L75,D034_R30_max,"Steinmann D034 (R=30km, max)",double,30,2,150000000.0,0.75,75%,320515691.82750297,320515691.82750297,641031383.6550059,1784543419.977883,0.20857293558448797,644208.8022069067,0.719851106969183,0.039634146341463415,1829268.2926829269,0.005674877907198818,1755524112.360379,1.5599860224288175e-09
D034_R30_max_L100,D034_R30_max,"Steinmann D034 (R=30km, max)",double,30,2,200000000.0,1.0,100%,319905935.729942,319905935.729942,639811871.459884,1782192040.2722938,0.2084173505237249,644208.8018957366,0.7198511069691725,0.039634146341463415,2439024.3902439023,0.00756650387626509,1753245179.857818,1.5629594308015902e-09
D035_R30_max_L25,D035_R30_max,"Steinmann D035 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321125447.92506397,321125447.92506397,642250895.8501279,1786897570.5195446,0.2087285206452509,644208.8025180768,0.7198511069691725,0.039634146341463415,1219512.1951219512,0.003783251938132545,1757805840.8776486,1.5570239059290165e-09
D035_R30_max_L50,D035_R30_max,"Steinmann D035 (R=30km, max)",double,30,2,100000000.0,0.5,50%,319905935.729942,319905935.729942,639811871.459884,1782192040.2722938,0.2084173505237249,644208.8018957366,0.7198511069691725,0.039634146341463415,2439024.3902439023,0.00756650387626509,1753245179.857818,1.5629594308015902e-09
D035_R30_max_L75,D035_R30_max,"Steinmann D035 (R=30km, max)",double,30,2,150000000.0,0.75,75%,318686423.53482,318686423.53482,637372847.06964,1777497637.3414981,0.20810618040219891,644208.8012733964,0.719851106969183,0.039634146341463415,3658536.5853658537,0.011349755814397636,1748695746.6092243,1.5689403824286205e-09
D035_R30_max_L100,D035_R30_max,"Steinmann D035 (R=30km, max)",double,30,2,200000000.0,1.0,100%,317466911.3396981,317466911.3396981,634933822.6793962,1772814450.1223776,0.2077950102806729,644208.8006510561,0.7198511069691725,0.039634146341463415,4878048.780487805,0.01513300775253018,1744157628.9908948,1.5749672843148777e-09
D036_R30_max_L25,D036_R30_max,"Steinmann D036 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321849533.29091763,321849533.29091763,643699066.5818353,1789798531.6930192,0.20890191880971026,644208.8028648732,0.7200211370483084,0.039634146341463415,495426.8292682927,0.0015369460998663465,1760622521.1472523,1.5535209702208667e-09
D036_R30_max_L50,D036_R30_max,"Steinmann D036 (R=30km, max)",double,30,2,100000000.0,0.5,50%,321354106.4616493,321354106.4616493,642708212.9232986,1787984542.9032412,0.2087641468526436,644208.8025893293,0.7200211370483084,0.039634146341463415,990853.6585365854,0.003073892199732693,1758869029.7805429,1.5559160103084368e-09
D036_R30_max_L75,D036_R30_max,"Steinmann D036 (R=30km, max)",double,30,2,150000000.0,0.75,75%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
D036_R30_max_L100,D036_R30_max,"Steinmann D036 (R=30km, max)",double,30,2,200000000.0,1.0,100%,320363252.80311275,320363252.80311275,640726505.6062255,1784361444.8575037,0.2084886029385103,644208.8020382414,0.7200211370483084,0.039634146341463415,1981707.3170731708,0.006147784399465386,1755366956.5499308,1.5607283133903105e-09
D037_R30_max_L25,D037_R30_max,"Steinmann D037 (R=30km, max)",double,30,2,50000000.0,0.25,25%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
D037_R30_max_L50,D037_R30_max,"Steinmann D037 (R=30km, max)",double,30,2,100000000.0,0.5,50%,319372399.14457613,319372399.14457613,638744798.2891523,1780744885.942377,0.20821305902437692,644208.8014871536,0.7200211370483018,0.039634146341463415,2972560.975609756,0.009221676599198078,1751871462.029839,1.5655704768365742e-09
D037_R30_max_L75,D037_R30_max,"Steinmann D037 (R=30km, max)",double,30,2,150000000.0,0.75,75%,317886118.65677124,317886118.65677124,635772237.3135425,1775332395.8386989,0.2077997431531769,644208.8006605218,0.7200211370483093,0.039634146341463415,4458841.463414635,0.013832514898797117,1746640641.7118857,1.572890320993903e-09
D037_R30_max_L100,D037_R30_max,"Steinmann D037 (R=30km, max)",double,30,2,200000000.0,1.0,100%,316399838.1689664,316399838.1689664,632799676.3379328,1769934844.4661474,0.20738642728197693,644208.7998338902,0.7200211370483018,0.039634146341463415,5945121.951219512,0.018443353198396156,1741424846.5156507,1.5802789347282992e-09
D038_R30_max_L25,D038_R30_max,"Steinmann D038 (R=30km, max)",double,30,2,50000000.0,0.25,25%,321849533.29091763,321849533.29091763,643699066.5818353,1789798531.6930192,0.20890191880971026,644208.8028648732,0.7200211370483084,0.039634146341463415,495426.8292682927,0.0015369460998663465,1760622521.1472523,1.5535209702208667e-09
D038_R30_max_L50,D038_R30_max,"Steinmann D038 (R=30km, max)",double,30,2,100000000.0,0.5,50%,321354106.4616493,321354106.4616493,642708212.9232986,1787984542.9032412,0.2087641468526436,644208.8025893293,0.7200211370483084,0.039634146341463415,990853.6585365854,0.003073892199732693,1758869029.7805429,1.5559160103084368e-09
D038_R30_max_L75,D038_R30_max,"Steinmann D038 (R=30km, max)",double,30,2,150000000.0,0.75,75%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
D038_R30_max_L100,D038_R30_max,"Steinmann D038 (R=30km, max)",double,30,2,200000000.0,1.0,100%,320363252.80311275,320363252.80311275,640726505.6062255,1784361444.8575037,0.2084886029385103,644208.8020382414,0.7200211370483084,0.039634146341463415,1981707.3170731708,0.006147784399465386,1755366956.5499308,1.5607283133903105e-09
D039_R30_max_L25,D039_R30_max,"Steinmann D039 (R=30km, max)",double,30,2,50000000.0,0.25,25%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
D039_R30_max_L50,D039_R30_max,"Steinmann D039 (R=30km, max)",double,30,2,100000000.0,0.5,50%,319372399.14457613,319372399.14457613,638744798.2891523,1780744885.942377,0.20821305902437692,644208.8014871536,0.7200211370483018,0.039634146341463415,2972560.975609756,0.009221676599198078,1751871462.029839,1.5655704768365742e-09
D039_R30_max_L75,D039_R30_max,"Steinmann D039 (R=30km, max)",double,30,2,150000000.0,0.75,75%,317886118.65677124,317886118.65677124,635772237.3135425,1775332395.8386989,0.2077997431531769,644208.8006605218,0.7200211370483093,0.039634146341463415,4458841.463414635,0.013832514898797117,1746640641.7118857,1.572890320993903e-09
D039_R30_max_L100,D039_R30_max,"Steinmann D039 (R=30km, max)",double,30,2,200000000.0,1.0,100%,316399838.1689664,316399838.1689664,632799676.3379328,1769934844.4661474,0.20738642728197693,644208.7998338902,0.7200211370483018,0.039634146341463415,5945121.951219512,0.018443353198396156,1741424846.5156507,1.5802789347282992e-09
D040_R30_max_L25,D040_R30_max,"Steinmann D040 (R=30km, max)",double,30,2,50000000.0,0.25,25%,322230630.8518932,322230630.8518932,644461261.7037864,1791069843.2683733,0.20902187766308064,644208.8031047909,0.44768672494731454,0.009146341463414634,114329.26829268293,0.0003546798691999261,1761845227.0293736,1.5516836431790779e-09
D040_R30_max_L50,D040_R30_max,"Steinmann D040 (R=30km, max)",double,30,2,100000000.0,0.5,50%,322116301.5836005,322116301.5836005,644232603.167201,1790526178.8233378,0.20900406455938428,644208.8030691646,0.44768672494731454,0.009146341463414634,228658.53658536586,0.0007093597383998522,1761313454.5860386,1.5522343848037606e-09
D040_R30_max_L75,D040_R30_max,"Steinmann D040 (R=30km, max)",double,30,2,150000000.0,0.75,75%,322001972.31530786,322001972.31530786,644003944.6306157,1789983147.6496418,0.20898625145568794,644208.8030335385,0.44768672494732065,0.009146341463414634,342987.8048780488,0.0010640396075997783,1760782325.756018,1.552785517518513e-09
D040_R30_max_L100,D040_R30_max,"Steinmann D040 (R=30km, max)",double,30,2,200000000.0,1.0,100%,321887643.0470152,321887643.0470152,643775286.0940304,1789440750.3238106,0.20896843835199164,644208.8029979123,0.44768672494731454,0.009146341463414634,457317.0731707317,0.0014187194767997045,1760251841.1219113,1.5533370417400617e-09
D041_R30_max_L25,D041_R30_max,"Steinmann D041 (R=30km, max)",double,30,2,50000000.0,0.25,25%,322001972.31530786,322001972.31530786,644003944.6306157,1789983147.6496418,0.20898625145568794,644208.8030335385,0.44768672494732065,0.009146341463414634,342987.8048780488,0.0010640396075997783,1760782325.756018,1.552785517518513e-09
D041_R30_max_L50,D041_R30_max,"Steinmann D041 (R=30km, max)",double,30,2,100000000.0,0.5,50%,321658984.5104298,321658984.5104298,643317969.0208596,1788357859.5219722,0.20893281214459894,644208.8029266598,0.44768672494732065,0.009146341463414634,685975.6097560975,0.0021280792151995567,1759192806.7718241,1.5544412663734155e-09
D041_R30_max_L75,D041_R30_max,"Steinmann D041 (R=30km, max)",double,30,2,150000000.0,0.75,75%,321315996.70555174,321315996.70555174,642631993.4111035,1786738291.5927181,0.20887937283350996,644208.8028197812,0.4476867249473154,0.009146341463414634,1028963.4146341464,0.003192118822799335,1757609101.2807093,1.5561005500766923e-09
D041_R30_max_L100,D041_R30_max,"Steinmann D041 (R=30km, max)",double,30,2,200000000.0,1.0,100%,320973008.9006737,320973008.9006737,641946017.8013474,1785124459.4309628,0.20882593352242096,644208.8027129027,0.44768672494732065,0.009146341463414634,1371951.219512195,0.004256158430399113,1756031225.0116556,1.5577633799602295e-09
D042_R30_max_L25,D042_R30_max,"Steinmann D042 (R=30km, max)",double,30,2,50000000.0,0.25,25%,322230630.8518932,322230630.8518932,644461261.7037864,1791069843.2683733,0.20902187766308064,644208.8031047909,0.44768672494731454,0.009146341463414634,114329.26829268293,0.0003546798691999261,1761845227.0293736,1.5516836431790779e-09
D042_R30_max_L50,D042_R30_max,"Steinmann D042 (R=30km, max)",double,30,2,100000000.0,0.5,50%,322116301.5836005,322116301.5836005,644232603.167201,1790526178.8233378,0.20900406455938428,644208.8030691646,0.44768672494731454,0.009146341463414634,228658.53658536586,0.0007093597383998522,1761313454.5860386,1.5522343848037606e-09
D042_R30_max_L75,D042_R30_max,"Steinmann D042 (R=30km, max)",double,30,2,150000000.0,0.75,75%,322001972.31530786,322001972.31530786,644003944.6306157,1789983147.6496418,0.20898625145568794,644208.8030335385,0.44768672494732065,0.009146341463414634,342987.8048780488,0.0010640396075997783,1760782325.756018,1.552785517518513e-09
D042_R30_max_L100,D042_R30_max,"Steinmann D042 (R=30km, max)",double,30,2,200000000.0,1.0,100%,321887643.0470152,321887643.0470152,643775286.0940304,1789440750.3238106,0.20896843835199164,644208.8029979123,0.44768672494731454,0.009146341463414634,457317.0731707317,0.0014187194767997045,1760251841.1219113,1.5533370417400617e-09
D043_R30_max_L25,D043_R30_max,"Steinmann D043 (R=30km, max)",double,30,2,50000000.0,0.25,25%,322001972.31530786,322001972.31530786,644003944.6306157,1789983147.6496418,0.20898625145568794,644208.8030335385,0.44768672494732065,0.009146341463414634,342987.8048780488,0.0010640396075997783,1760782325.756018,1.552785517518513e-09
D043_R30_max_L50,D043_R30_max,"Steinmann D043 (R=30km, max)",double,30,2,100000000.0,0.5,50%,321658984.5104298,321658984.5104298,643317969.0208596,1788357859.5219722,0.20893281214459894,644208.8029266598,0.44768672494732065,0.009146341463414634,685975.6097560975,0.0021280792151995567,1759192806.7718241,1.5544412663734155e-09
